LeaveVote;edlevel;gender;age;hhincome;econPersonalRetro1;EuropeanIdentity;EnglishIdentity;BritishIdentity;female
1;0;2;67;2;3;1;7;3;1
0;4;2;48;4;2;5;7;5;1
1;0;2;72;3;3;1;7;7;1
1;1;1;65;3;2;1;7;7;0
0;5;1;73;4;3;5;3;7;0
1;0;1;66;4;2;1;1;7;0
1;2;1;51;2;3;2;7;7;0
1;4;2;64;2;2;2;7;7;1
1;1;1;77;4;3;3;7;7;0
1;3;2;67;1;2;2;6;6;1
0;5;1;65;8;3;5;3;5;0
0;4;2;68;3;2;4;5;6;1
1;3;2;65;4;3;2;7;6;1
1;1;2;67;2;3;1;7;7;1
1;2;2;74;3;2;5;7;7;1
1;3;2;73;4;2;5;7;6;1
0;2;2;46;6;3;2;7;7;1
1;2;1;51;1;3;1;6;7;0
1;2;2;43;5;1;1;7;3;1
1;2;2;66;1;3;1;7;7;1
1;4;2;72;4;3;1;7;6;1
0;2;1;72;2;3;1;7;7;0
0;4;2;71;2;3;7;7;7;1
0;4;1;57;7;3;4;3;6;0
1;2;2;69;2;2;1;5;7;1
0;5;1;79;3;3;5;6;6;0
1;2;1;51;4;3;2;7;7;0
0;4;2;38;6;2;6;1;4;1
1;4;1;63;1;2;1;7;4;0
0;5;2;31;5;2;4;4;4;1
1;1;1;52;5;2;2;7;7;0
0;3;1;70;4;3;7;5;5;0
0;4;2;44;3;4;4;5;5;1
1;2;2;61;4;1;5;7;7;1
1;2;1;71;3;3;3;7;7;0
1;3;2;51;5;2;3;1;5;1
0;2;1;54;5;3;7;7;7;0
0;4;1;60;5;3;6;6;6;0
0;4;1;61;3;3;7;4;4;0
0;5;2;56;7;3;5;2;6;1
1;5;1;55;1;3;1;7;6;0
1;4;2;72;3;3;2;6;6;1
1;0;1;64;4;3;1;7;7;0
1;1;2;46;3;4;3;6;6;1
1;0;1;66;2;4;1;4;7;0
0;2;1;70;4;2;5;1;6;0
1;2;2;65;5;3;3;6;6;1
1;0;2;66;2;3;1;7;7;1
1;3;1;78;3;4;4;7;7;0
1;2;2;43;3;3;4;7;5;1
1;3;2;58;2;4;1;7;2;1
1;4;2;65;2;2;2;7;7;1
0;2;2;76;1;2;7;7;7;1
0;4;1;36;4;3;5;1;4;0
1;4;1;39;4;3;1;7;6;0
0;0;1;63;2;3;4;1;5;0
0;4;1;68;5;3;7;6;6;0
1;4;2;63;2;1;3;5;6;1
1;3;1;66;4;2;1;7;6;0
0;4;2;45;2;3;5;7;7;1
0;4;2;43;7;3;5;5;6;1
1;2;2;59;2;3;1;7;5;1
1;2;1;66;3;3;1;6;6;0
0;4;1;52;4;3;5;5;5;0
1;2;1;67;4;1;1;7;7;0
0;2;2;76;3;3;4;6;7;1
0;4;2;64;2;3;3;7;7;1
1;2;1;47;2;1;1;7;6;0
1;2;1;49;4;2;4;7;7;0
0;2;2;66;1;2;5;2;6;1
1;0;1;78;3;4;1;1;7;0
1;2;2;44;3;1;1;6;4;1
1;3;2;66;4;2;2;7;7;1
1;3;1;56;4;2;1;7;7;0
1;3;2;75;4;3;4;4;7;1
1;4;2;45;4;2;3;1;5;1
1;2;2;57;5;3;1;7;7;1
0;2;1;48;4;3;4;7;7;0
1;3;1;50;3;4;2;1;3;0
0;4;2;54;2;3;4;7;7;1
1;4;2;67;4;4;3;6;6;1
0;5;1;65;2;4;5;6;6;0
1;2;1;55;5;4;2;7;7;0
0;3;2;43;4;3;7;1;7;1
0;4;2;48;1;3;2;7;5;1
0;3;2;41;5;4;2;1;6;1
0;2;1;37;1;3;4;4;5;0
0;1;2;58;5;3;3;7;7;1
0;5;1;58;2;3;3;1;3;0
1;3;2;49;5;2;4;1;4;1
1;4;1;33;2;2;3;7;7;0
0;4;2;73;2;2;4;5;5;1
1;3;1;44;4;3;3;7;7;0
1;0;2;65;2;3;1;7;7;1
1;1;1;35;2;2;4;6;5;0
0;3;2;32;4;1;6;1;4;1
0;5;2;69;4;2;7;6;3;1
1;4;1;48;5;2;4;1;1;0
1;3;1;67;2;2;3;4;7;0
1;5;1;67;4;4;1;7;4;0
1;0;1;54;2;1;1;7;7;0
1;2;2;71;4;3;4;7;7;1
1;4;2;63;3;3;1;7;5;1
1;3;1;68;4;3;4;1;4;0
0;4;2;37;7;4;5;7;6;1
1;3;1;68;4;3;4;7;7;0
1;1;1;52;2;2;1;1;6;0
1;3;2;66;4;2;3;4;5;1
1;2;1;65;4;2;1;7;7;0
1;4;2;76;2;3;1;7;1;1
1;4;1;69;7;4;2;7;6;0
1;3;2;70;2;2;5;7;6;1
0;1;2;79;3;3;1;7;7;1
1;5;1;35;5;4;5;7;6;0
1;3;1;67;7;2;3;7;7;0
0;3;2;65;3;4;3;6;6;1
0;5;1;32;7;4;3;5;5;0
0;2;1;63;5;2;7;7;7;0
0;4;2;63;6;3;5;5;5;1
1;0;1;63;3;3;1;7;7;0
1;2;2;75;4;3;3;7;7;1
0;4;2;40;4;3;2;1;2;1
0;4;2;36;4;2;7;7;7;1
1;2;2;62;2;3;1;1;4;1
0;0;1;78;2;2;5;7;7;0
0;3;1;52;5;3;5;6;6;0
0;4;1;67;6;4;4;1;4;0
1;0;1;73;4;1;1;7;7;0
1;3;1;55;5;2;1;7;7;0
1;4;1;36;4;3;1;5;5;0
1;1;2;46;4;2;4;1;5;1
1;1;2;74;2;4;1;7;7;1
1;4;1;57;2;2;3;7;6;0
0;2;1;51;6;4;4;4;4;0
1;3;1;67;2;3;1;7;7;0
0;3;2;67;4;3;5;5;4;1
0;0;1;65;2;3;6;4;7;0
1;4;1;55;5;3;3;6;4;0
1;2;2;52;4;2;4;6;6;1
1;0;2;69;2;3;1;7;5;1
1;0;1;67;1;2;2;7;6;0
1;2;1;47;3;3;5;7;6;0
0;4;1;46;8;3;6;7;6;0
1;2;1;45;4;2;4;7;7;0
0;1;2;58;4;3;7;7;7;1
1;3;2;63;4;2;2;4;6;1
1;4;1;76;5;2;2;7;6;0
1;2;1;52;3;3;1;1;3;0
1;3;2;68;4;3;1;7;7;1
0;5;2;64;2;4;7;4;4;1
1;2;1;72;5;2;7;1;7;0
0;2;2;70;6;3;4;7;7;1
1;0;2;66;1;3;4;7;7;1
1;4;2;48;2;3;2;7;7;1
1;2;1;68;3;3;1;7;5;0
1;0;1;67;4;3;1;7;7;0
1;5;1;69;4;2;1;1;5;0
1;4;2;66;4;3;2;6;6;1
0;3;1;44;6;3;4;7;7;0
1;4;2;37;3;2;2;5;5;1
1;3;2;52;2;2;1;7;5;1
0;4;2;69;1;3;6;1;6;1
0;4;2;40;4;2;4;5;5;1
0;2;2;50;3;3;5;5;5;1
1;4;2;60;2;3;3;6;7;1
1;3;1;71;4;3;2;7;7;0
1;2;1;64;2;3;4;7;7;0
1;0;2;51;1;3;5;7;7;1
0;4;1;66;4;3;6;5;5;0
0;4;1;74;5;3;6;2;6;0
1;2;1;65;3;4;3;6;6;0
1;2;2;74;1;3;4;7;7;1
0;3;1;39;7;4;6;4;4;0
1;4;1;56;7;3;1;1;7;0
1;3;1;47;3;2;1;7;2;0
1;3;1;60;2;3;1;7;6;0
0;5;2;38;7;4;4;4;6;1
0;4;1;51;6;3;6;4;6;0
0;4;1;52;7;4;7;1;3;0
1;4;1;46;4;3;1;7;2;0
0;3;2;48;5;2;5;6;5;1
0;4;1;66;6;3;5;3;7;0
0;3;1;56;4;3;5;7;7;0
0;2;2;56;5;1;7;7;6;1
0;5;1;54;3;3;7;2;2;0
0;2;2;29;3;3;5;5;5;1
1;0;2;54;1;3;1;7;7;1
0;5;2;63;3;3;6;1;4;1
1;0;2;64;4;3;2;7;7;1
1;4;1;54;4;2;6;7;7;0
1;5;2;65;4;3;1;1;7;1
1;5;2;81;2;2;4;4;7;1
0;3;1;50;1;3;5;7;6;0
0;4;1;38;7;3;3;1;5;0
0;5;2;64;4;2;7;6;6;1
1;0;2;59;1;1;1;7;7;1
1;3;1;64;6;3;3;6;6;0
1;2;1;55;7;5;5;7;6;0
1;2;2;61;3;2;1;7;4;1
1;4;1;52;1;3;4;6;4;0
1;3;2;53;3;4;1;1;6;1
0;4;1;58;4;3;5;5;5;0
1;3;1;60;3;4;1;7;7;0
0;2;1;46;4;3;4;4;4;0
0;5;2;37;4;2;4;6;6;1
0;2;2;78;2;3;2;7;7;1
0;4;2;34;6;4;3;1;7;1
1;2;2;77;4;4;2;7;5;1
0;4;1;59;8;3;7;4;6;0
0;4;2;58;3;2;5;7;7;1
1;4;2;52;4;3;3;5;6;1
1;4;1;42;7;5;4;7;7;0
1;3;2;66;4;3;2;7;7;1
1;2;2;69;4;1;4;6;6;1
1;4;2;67;2;2;1;1;1;1
0;1;1;56;4;5;4;4;5;0
0;4;1;35;7;4;5;6;4;0
1;4;1;57;2;2;1;7;5;0
1;3;1;53;4;4;2;7;7;0
0;5;2;56;5;3;5;5;5;1
1;0;1;68;2;3;1;7;7;0
1;0;1;69;2;3;1;7;7;0
1;4;1;64;2;2;4;7;6;0
0;3;1;62;5;3;4;1;4;0
1;4;1;45;1;3;2;5;6;0
1;2;1;40;4;2;4;7;1;0
1;2;2;75;4;3;1;7;7;1
0;4;2;63;2;4;5;7;6;1
0;5;1;69;2;2;4;4;4;0
0;2;1;54;6;3;4;1;4;0
0;5;1;45;3;4;4;4;5;0
1;2;1;69;2;4;1;7;7;0
1;1;1;53;3;3;1;7;4;0
0;4;1;36;7;3;2;2;5;0
1;0;1;68;6;3;1;7;7;0
1;3;2;62;4;4;1;7;6;1
1;2;2;48;2;1;6;7;7;1
0;3;2;33;4;4;4;1;6;1
1;4;1;67;7;3;3;7;7;0
0;3;2;65;3;3;4;4;4;1
0;3;1;47;1;2;5;5;5;0
0;5;1;66;4;3;7;7;7;0
0;2;1;48;4;3;5;4;5;0
0;2;1;59;4;2;3;4;7;0
1;4;2;59;4;3;1;4;6;1
1;4;1;30;3;4;2;1;6;0
1;4;1;45;5;1;4;1;5;0
0;4;2;32;3;3;4;1;5;1
0;5;2;39;8;3;3;2;5;1
1;4;1;51;5;2;1;1;7;0
0;2;1;56;4;4;4;1;6;0
0;5;1;59;2;1;7;7;1;0
1;3;1;69;3;3;2;6;6;0
0;5;1;72;3;2;7;6;6;0
0;3;2;58;8;2;2;4;5;1
0;2;1;68;2;3;6;6;7;0
0;5;1;71;6;4;5;6;7;0
0;5;1;43;8;5;4;5;5;0
1;3;1;54;5;2;5;7;7;0
0;4;2;69;4;3;5;5;5;1
0;4;1;34;7;4;5;6;5;0
0;4;1;64;1;3;6;6;6;0
1;3;1;56;3;2;3;6;6;0
0;3;1;61;5;2;6;7;5;0
0;5;1;42;8;4;6;5;4;0
0;5;1;60;7;4;3;5;6;0
1;3;1;57;2;3;1;1;2;0
0;5;1;44;6;2;5;7;6;0
1;4;1;52;4;1;5;6;5;0
1;3;1;61;3;2;4;7;5;0
1;3;1;50;8;4;4;6;5;0
0;5;1;33;5;3;3;2;3;0
1;2;2;63;4;2;2;2;4;1
1;4;1;39;4;2;1;7;7;0
1;4;1;56;4;4;1;7;7;0
1;4;1;37;7;2;2;7;6;0
1;4;1;50;4;2;3;1;6;0
0;4;1;32;4;3;5;5;6;0
1;3;2;71;6;3;2;7;5;1
1;2;2;55;5;3;2;7;7;1
0;4;1;49;2;2;4;1;1;0
1;4;1;64;3;1;2;7;7;0
0;4;1;74;2;3;7;7;7;0
0;2;2;70;2;4;4;7;6;1
0;0;1;68;2;4;1;1;7;0
0;4;1;41;8;4;5;5;5;0
0;4;2;68;3;3;4;1;7;1
0;3;1;64;3;3;5;4;4;0
0;3;2;81;2;3;6;1;1;1
0;2;1;57;2;2;7;1;1;0
1;0;2;69;2;3;2;7;7;1
0;3;1;53;2;3;4;4;5;0
0;3;1;50;5;2;5;4;5;0
0;2;1;64;2;3;7;4;4;0
0;4;1;71;3;3;6;5;5;0
0;4;2;30;4;4;4;2;1;1
0;4;1;41;7;4;4;3;2;0
1;2;2;68;4;4;5;7;7;1
0;3;1;52;4;3;4;6;7;0
1;2;2;42;5;3;1;1;7;1
1;4;1;72;2;2;5;7;7;0
0;5;2;37;6;2;5;5;5;1
0;4;1;36;4;3;5;5;5;0
1;3;2;33;5;2;3;6;6;1
0;2;2;72;1;3;7;7;7;1
1;4;2;57;1;3;3;7;4;1
1;3;2;42;4;3;3;6;6;1
1;3;2;35;3;3;1;1;3;1
1;2;2;51;4;1;4;7;7;1
0;3;1;60;1;2;6;5;5;0
0;4;2;55;7;3;6;6;7;1
0;5;2;42;5;2;6;3;3;1
1;2;1;35;4;3;4;7;7;0
0;4;1;48;4;2;4;5;4;0
0;4;2;29;7;3;4;7;7;1
1;2;2;68;4;4;4;7;3;1
0;2;1;71;2;4;4;7;7;0
0;4;1;49;8;2;6;1;2;0
1;4;2;51;4;3;2;4;6;1
1;1;1;64;4;3;1;7;7;0
1;2;1;56;1;3;4;7;7;0
0;4;1;33;6;3;3;5;5;0
1;3;2;38;3;3;2;3;7;1
1;4;2;67;2;3;1;1;6;1
1;0;1;77;4;2;1;7;7;0
1;4;2;29;6;4;5;5;5;1
0;4;2;55;3;2;7;3;6;1
1;0;1;73;2;2;1;7;7;0
1;4;2;52;1;3;1;7;4;1
1;2;1;40;4;3;4;5;5;0
1;2;2;60;7;3;2;7;7;1
0;3;2;50;2;2;1;7;7;1
0;0;1;67;5;4;1;7;7;0
0;4;1;70;3;3;6;2;4;0
0;4;2;62;5;4;5;6;6;1
1;0;1;68;3;2;1;1;7;0
0;4;2;63;4;3;4;7;6;1
1;3;1;60;4;3;5;5;5;0
0;2;1;68;3;3;4;1;7;0
1;0;2;69;4;4;1;4;7;1
0;2;2;76;2;2;3;6;6;1
1;2;1;49;1;2;1;7;7;0
1;4;1;54;4;3;3;6;5;0
0;3;1;52;3;2;5;1;3;0
0;4;2;74;2;2;1;2;7;1
0;3;1;38;2;2;5;5;5;0
0;0;1;55;2;3;3;2;3;0
1;1;2;53;1;3;1;4;4;1
0;5;1;30;4;4;6;4;6;0
0;4;2;33;4;2;5;6;6;1
1;3;1;61;4;2;2;7;3;0
1;4;2;69;3;2;2;7;7;1
0;4;1;40;5;2;4;7;6;0
0;2;2;46;4;3;5;7;7;1
1;2;1;63;2;1;3;7;4;0
0;3;1;36;4;3;4;1;1;0
1;1;2;65;5;3;1;4;7;1
0;4;2;61;1;2;5;5;6;1
0;1;2;57;6;3;7;7;7;1
1;0;2;85;2;3;4;7;6;1
1;1;2;71;3;4;2;7;7;1
1;2;2;55;5;3;4;7;6;1
1;0;2;68;1;1;1;7;7;1
1;3;2;75;4;2;4;1;1;1
1;3;2;70;4;4;3;4;4;1
1;0;2;66;4;4;7;7;7;1
0;4;2;68;4;3;5;7;7;1
1;4;2;66;4;4;1;2;7;1
0;3;2;72;4;3;4;6;7;1
1;2;2;64;1;2;2;6;6;1
0;2;2;74;4;3;5;5;6;1
1;4;2;52;3;4;2;7;6;1
0;2;2;70;2;2;6;2;3;1
0;4;1;52;4;3;4;4;4;0
1;4;2;51;4;5;3;1;7;1
0;4;1;45;3;3;4;4;5;0
0;1;2;71;4;3;7;7;7;1
1;2;2;65;4;3;2;6;6;1
1;0;2;68;4;3;5;1;6;1
0;4;2;72;2;2;7;7;7;1
1;3;2;63;4;3;2;4;7;1
0;0;2;69;1;3;5;1;1;1
1;4;2;68;5;3;2;7;7;1
1;4;2;63;5;3;7;6;7;1
1;0;2;82;2;3;5;7;7;1
1;4;2;62;5;3;4;6;7;1
0;2;1;60;4;2;6;6;6;0
1;4;1;62;3;2;4;6;5;0
1;5;2;40;5;3;1;7;7;1
0;4;1;60;2;5;5;5;3;0
1;4;1;33;8;3;4;7;5;0
0;4;1;53;4;4;7;2;5;0
0;5;1;37;4;3;4;4;4;0
0;5;2;47;5;3;6;1;1;1
1;2;2;51;2;2;5;7;6;1
1;2;1;43;4;3;2;7;6;0
1;2;2;72;1;2;4;7;7;1
1;2;2;59;4;3;1;7;1;1
1;4;2;66;4;1;1;1;7;1
1;4;2;62;4;3;3;7;6;1
1;2;2;71;5;3;3;7;6;1
1;5;2;61;2;4;1;7;7;1
1;3;2;55;4;4;1;7;7;1
1;1;2;71;3;1;7;7;7;1
1;0;2;68;2;3;1;7;7;1
1;1;1;53;4;3;1;1;3;0
1;1;2;57;2;3;1;7;3;1
0;4;2;65;7;2;5;7;6;1
1;2;2;76;2;3;1;7;1;1
0;3;2;64;2;3;5;6;6;1
0;3;1;49;2;3;4;5;5;0
1;2;1;47;5;3;4;7;6;0
0;4;1;45;6;3;7;7;7;0
0;5;2;35;6;3;2;1;1;1
0;0;1;54;6;1;7;4;7;0
0;2;2;39;3;3;4;2;7;1
1;3;1;67;5;4;1;1;7;0
0;0;1;69;2;2;4;7;7;0
1;4;1;59;4;4;1;7;7;0
0;4;2;47;4;4;3;1;5;1
1;3;1;56;1;3;1;7;4;0
1;2;2;69;3;3;5;1;7;1
0;4;2;60;1;3;7;4;5;1
0;3;2;53;5;3;4;1;7;1
0;2;2;61;4;3;4;7;6;1
1;0;2;61;3;2;2;6;4;1
1;0;2;72;2;3;4;5;5;1
0;4;2;61;1;1;7;3;3;1
0;4;2;67;6;2;7;1;3;1
1;0;2;59;2;3;4;5;5;1
1;2;1;63;4;3;4;6;5;0
0;2;2;70;4;3;5;7;7;1
1;2;2;50;2;3;4;7;7;1
0;3;1;37;7;4;6;7;6;0
0;3;1;50;1;3;6;4;6;0
0;5;2;53;4;1;6;5;7;1
1;4;2;45;2;3;2;7;6;1
1;2;1;74;3;3;4;1;6;0
1;0;2;69;4;3;1;7;7;1
1;3;2;57;1;2;5;6;6;1
0;4;1;66;6;3;6;2;3;0
0;3;2;44;4;3;4;4;4;1
1;4;2;65;3;4;1;7;7;1
1;1;1;74;2;2;1;7;6;0
0;3;1;63;6;4;6;6;6;0
1;1;2;63;2;3;4;6;6;1
0;4;2;38;6;4;2;1;2;1
1;4;1;44;3;3;1;4;7;0
0;5;2;66;4;4;4;7;7;1
1;2;2;44;3;2;4;7;7;1
0;5;2;38;3;5;5;7;6;1
0;2;2;47;3;2;5;1;3;1
0;3;2;55;6;3;3;6;6;1
0;0;2;35;5;3;4;4;4;1
0;1;1;56;1;2;3;4;1;0
0;4;1;43;5;3;5;7;7;0
1;4;2;63;4;4;3;6;6;1
1;2;2;66;5;3;1;7;5;1
1;3;2;54;4;3;3;7;6;1
0;5;2;60;6;2;7;5;7;1
0;0;1;75;3;3;1;7;3;0
0;2;2;80;2;2;5;7;7;1
0;4;2;55;7;3;4;1;7;1
0;3;2;46;4;3;2;6;6;1
0;4;1;35;6;2;1;7;1;0
1;4;1;66;3;3;2;7;7;0
0;5;2;30;4;3;4;1;7;1
1;2;2;61;1;1;4;7;7;1
0;3;2;73;3;2;6;7;6;1
1;5;2;33;2;2;1;7;7;1
0;3;1;30;5;4;6;4;5;0
1;2;1;44;2;3;4;6;5;0
0;4;1;38;6;3;2;1;6;0
1;3;2;53;4;2;1;7;7;1
1;3;1;54;5;3;4;7;6;0
1;4;2;60;4;1;1;4;5;1
0;5;2;35;5;2;4;5;6;1
1;2;1;46;2;2;7;7;7;0
1;2;1;58;4;3;3;1;7;0
1;4;2;35;3;2;3;6;5;1
1;5;1;65;5;3;3;1;7;0
0;4;1;52;7;4;4;7;6;0
1;3;1;31;3;3;5;7;6;0
0;3;1;70;2;3;5;4;5;0
1;2;2;58;3;3;2;6;6;1
1;2;2;43;2;2;1;7;7;1
0;4;1;35;4;3;3;5;5;0
0;5;1;60;7;1;5;5;3;0
0;5;1;69;3;4;7;5;6;0
0;4;1;61;5;2;6;5;5;0
0;5;1;40;6;3;5;6;6;0
0;4;1;38;6;3;3;1;4;0
1;4;1;36;1;3;3;1;5;0
1;3;2;56;4;4;3;6;5;1
0;2;1;60;3;3;4;5;5;0
1;2;1;55;3;3;1;7;6;0
1;4;1;55;4;1;1;1;4;0
0;3;1;38;7;2;5;7;7;0
1;0;1;59;1;3;1;7;5;0
0;5;1;54;4;4;4;4;4;0
0;4;2;60;3;4;7;2;7;1
0;4;2;38;4;4;7;2;2;1
0;4;1;38;7;4;2;2;7;0
0;4;2;29;2;4;3;5;5;1
1;2;2;72;2;3;4;7;7;1
1;2;2;46;3;3;1;7;3;1
0;3;1;61;5;2;4;4;5;0
1;2;2;70;2;2;3;7;7;1
1;5;2;68;4;2;2;7;3;1
1;3;2;75;1;3;4;6;6;1
1;0;2;73;5;3;1;7;7;1
1;2;2;73;4;3;1;7;7;1
0;4;2;55;3;2;6;6;7;1
1;3;2;74;3;1;3;7;7;1
1;2;2;49;5;3;7;1;6;1
1;3;2;57;7;3;2;7;7;1
1;0;2;64;2;3;1;7;7;1
0;2;2;65;4;3;4;6;6;1
1;4;2;54;5;1;1;5;6;1
1;2;2;71;3;2;3;7;7;1
1;4;1;77;1;3;1;7;7;0
0;4;1;68;3;3;4;1;7;0
1;1;2;61;1;1;1;4;5;1
0;4;1;72;3;3;6;5;5;0
0;4;1;71;3;3;4;7;7;0
1;4;1;72;3;3;2;5;6;0
1;2;2;64;3;3;2;7;6;1
0;2;1;69;5;3;7;1;6;0
0;1;2;45;1;3;4;7;7;1
1;2;1;62;1;3;1;7;4;0
1;0;1;75;4;2;1;7;6;0
0;3;1;81;2;2;4;7;5;0
0;3;2;50;5;2;3;1;5;1
1;3;2;69;2;2;1;7;7;1
0;4;2;50;7;2;3;1;3;1
1;2;1;73;3;3;2;7;4;0
0;2;1;67;4;4;5;7;7;0
1;4;1;66;6;3;3;6;7;0
0;2;2;62;4;3;1;7;7;1
0;1;1;75;5;3;3;5;6;0
0;4;1;69;6;3;4;2;7;0
1;4;2;72;4;3;1;7;7;1
1;4;1;78;2;3;4;1;7;0
1;4;1;71;2;3;3;7;7;0
0;3;2;67;1;1;1;7;7;1
1;2;2;66;4;3;5;6;6;1
1;3;1;68;7;3;4;5;5;0
0;4;1;81;2;3;5;5;5;0
1;3;1;62;1;2;1;5;5;0
1;4;2;60;4;1;1;1;7;1
1;2;1;48;4;3;1;4;7;0
1;2;1;49;3;3;2;7;6;0
1;5;1;75;5;2;3;7;7;0
0;4;2;61;4;3;4;6;6;1
0;2;1;72;2;3;4;5;5;0
0;1;2;45;2;1;5;7;6;1
0;4;1;68;4;1;6;7;7;0
1;2;2;53;3;3;4;5;5;1
1;2;1;78;4;2;5;1;7;0
1;3;1;68;4;3;1;7;7;0
0;3;2;58;3;5;5;7;7;1
0;4;2;45;6;3;4;7;7;1
0;3;2;35;3;2;4;4;4;1
0;2;2;56;4;3;3;7;7;1
1;2;1;71;2;3;1;7;6;0
1;2;2;54;4;3;4;4;4;1
0;4;1;66;2;3;7;7;1;0
1;0;2;69;4;3;5;7;7;1
1;1;2;53;4;3;1;7;3;1
0;0;2;79;1;1;1;7;7;1
1;0;1;71;3;4;1;1;5;0
1;2;2;35;1;3;1;7;4;1
1;2;2;75;4;2;2;7;7;1
1;2;2;44;3;2;3;7;7;1
0;2;2;56;7;3;4;5;5;1
1;2;2;31;4;3;1;7;7;1
1;2;1;79;2;2;1;7;7;0
1;3;2;73;2;2;3;1;4;1
0;2;1;74;3;3;1;7;7;0
0;5;1;41;4;3;5;3;4;0
1;3;1;40;3;1;3;7;5;0
1;4;2;69;2;5;5;6;6;1
1;3;2;70;2;2;1;7;7;1
1;3;2;62;4;2;1;4;7;1
1;3;2;49;3;4;1;7;7;1
0;3;2;55;3;2;4;7;7;1
1;4;2;64;3;3;1;2;5;1
1;3;2;68;3;3;1;6;7;1
1;4;2;72;2;2;4;7;7;1
1;0;2;74;1;3;1;7;7;1
0;5;2;32;5;4;4;3;6;1
1;1;2;70;2;3;1;7;7;1
1;2;1;66;3;3;1;7;7;0
0;2;2;73;4;3;4;6;6;1
1;2;2;59;2;2;1;7;7;1
0;1;1;71;3;4;1;7;1;0
0;5;2;31;8;3;2;5;5;1
0;2;2;45;3;3;5;5;7;1
1;3;2;70;2;2;6;7;7;1
1;3;1;66;5;3;3;7;7;0
1;0;1;73;4;3;1;7;7;0
0;4;2;69;6;1;4;1;4;1
0;0;1;86;2;2;4;7;7;0
1;2;2;68;1;3;1;7;2;1
1;4;1;43;4;3;1;7;1;0
1;3;1;67;4;4;1;7;7;0
1;3;1;67;3;3;1;7;6;0
1;3;1;66;4;2;1;1;1;0
1;2;1;50;5;4;5;1;6;0
1;4;2;67;4;3;4;7;7;1
0;4;2;67;5;3;1;7;7;1
1;2;1;68;5;3;2;6;7;0
0;2;2;69;4;2;3;7;4;1
0;3;1;61;1;3;5;5;7;0
1;1;1;56;1;2;2;4;4;0
1;4;1;69;6;3;2;7;7;0
0;2;1;69;5;2;6;7;7;0
0;1;1;56;4;2;4;7;7;0
0;3;2;61;4;2;7;3;3;1
1;2;2;69;3;2;4;7;7;1
1;2;1;73;2;4;1;1;7;0
0;1;2;46;2;3;2;7;7;1
0;2;1;69;4;3;7;7;7;0
0;4;1;69;6;3;1;1;1;0
1;3;1;72;4;3;3;7;7;0
0;5;1;61;7;2;5;4;4;0
1;1;2;43;4;2;3;6;6;1
1;0;2;54;2;3;1;1;7;1
0;4;2;68;5;3;7;4;7;1
0;5;2;37;6;2;5;6;6;1
1;4;1;53;8;4;4;1;5;0
0;4;2;35;2;3;7;4;4;1
0;3;1;77;2;3;6;1;3;0
0;5;2;38;6;2;4;6;6;1
1;4;2;65;1;3;1;6;3;1
0;5;1;62;7;3;1;1;5;0
0;4;2;68;4;3;5;6;6;1
1;0;1;67;1;2;1;7;7;0
0;2;1;73;5;2;5;7;4;0
0;4;1;36;6;4;2;1;5;0
0;5;1;69;6;3;7;5;5;0
1;3;1;65;4;2;5;7;7;0
1;2;2;30;2;3;1;7;7;1
1;0;2;73;4;3;7;7;7;1
1;0;1;77;4;2;1;7;5;0
1;2;1;60;3;4;1;4;6;0
1;3;1;39;5;4;2;1;3;0
0;0;1;71;2;3;2;1;3;0
1;5;2;50;4;3;3;4;6;1
1;2;2;67;2;3;4;1;7;1
1;4;2;67;1;3;1;4;7;1
0;5;2;55;5;3;5;6;6;1
0;4;2;75;2;2;7;1;7;1
1;2;2;55;2;3;1;7;4;1
1;0;2;47;2;3;1;7;7;1
1;2;2;43;5;4;4;7;7;1
1;2;1;67;2;1;1;7;7;0
1;2;1;88;3;3;4;4;7;0
1;3;2;49;4;3;2;2;7;1
0;4;1;39;7;3;5;5;5;0
1;2;2;66;5;4;5;7;7;1
1;3;1;69;2;3;1;4;4;0
0;4;1;55;2;1;1;7;7;0
0;2;2;69;3;3;7;7;7;1
1;5;2;52;7;2;1;5;6;1
0;3;2;75;3;3;5;4;4;1
0;3;1;69;4;3;6;7;7;0
0;5;1;75;8;5;7;1;5;0
1;2;1;55;4;2;1;7;6;0
1;0;2;74;2;3;2;7;7;1
1;2;2;69;3;3;1;7;5;1
0;3;2;57;3;3;7;1;1;1
1;2;1;65;4;3;1;7;7;0
1;2;1;84;4;3;1;7;7;0
1;0;1;69;4;2;2;4;7;0
1;4;1;63;5;3;4;6;6;0
0;3;1;70;4;3;6;6;7;0
1;2;2;68;2;3;1;7;4;1
0;4;1;68;3;2;5;7;7;0
1;4;2;68;5;3;1;1;4;1
1;0;2;66;1;3;4;7;7;1
0;4;1;53;8;4;7;4;7;0
1;2;2;69;4;3;5;4;7;1
1;5;2;46;5;1;1;6;7;1
1;4;1;48;3;3;1;7;2;0
1;3;1;68;8;3;4;5;6;0
1;2;2;65;2;4;1;7;7;1
0;5;1;71;6;3;7;7;7;0
1;3;2;63;4;3;2;6;6;1
0;5;1;72;6;1;7;1;1;0
0;4;1;69;3;3;7;7;3;0
1;3;2;68;4;3;1;7;7;1
0;4;1;73;5;3;5;4;4;0
1;4;1;66;3;4;2;7;7;0
0;1;1;79;4;4;6;1;4;0
1;2;1;78;4;3;1;7;7;0
